User_ID,User_Sequence,Unique_ID,Element_1,Element_2,Element_3,Element_4,Element_5
2201,4,2201,0,1,0,1,1
2201,4,2201,0,1,1,1,1
2201,4,2201,0,1,0,1,1
2201,4,2201,0,1,0,0,1
2201,4,2201,0,1,1,1,1
2201,4,2201,0,1,0,1,1
2201,4,2201,0,1,0,0,1
2201,4,2201,0,1,1,1,1
2201,4,2201,0,0,1,1,1
2201,4,2201,0,1,1,1,1
2201,4,2201,0,1,1,1,1
2201,4,2201,0,0,1,1,1
2201,4,2201,0,0,1,0,1
2201,4,2201,1,0,1,1,1
2201,4,2201,1,0,0,1,1
2201,4,2201,1,1,1,0,1
2201,4,2201,1,1,0,0,1
2201,4,2201,1,0,1,1,1
2201,4,2201,0,1,1,1,1
2201,4,2201,1,1,1,1,1
2201,4,2201,1,0,1,1,1
2201,4,2201,1,0,0,0,0
2201,4,2201,0,1,0,0,0
2201,4,2201,1,0,0,0,0
2201,4,2201,0,0,1,0,0
2201,4,2201,0,0,1,1,0
2201,4,2201,0,1,1,1,0
2201,4,2201,0,1,0,0,0
2201,4,2201,0,1,1,0,0
2201,4,2201,0,1,1,1,0
2201,4,2201,0,1,1,1,1
2201,4,2201,1,1,1,1,1
2201,4,2201,0,1,1,1,1
2201,4,2201,0,1,0,1,1
2201,4,2201,0,0,0,1,1
2201,4,2201,1,1,1,0,1
2201,4,2201,1,1,0,0,1
2201,4,2201,1,0,0,0,1
2201,4,2201,0,0,0,0,1
2201,4,2201,1,0,0,0,0
2201,4,2201,0,0,0,0,0
2201,4,2201,1,0,0,0,0
2201,4,2201,1,0,0,0,0
2201,4,2201,1,0,0,0,0
2201,4,2201,0,1,0,0,0
2201,4,2201,1,0,0,0,0
2201,4,2201,1,1,0,0,0
2201,4,2201,1,1,0,1,0
2201,4,2201,0,0,0,0,0
2201,4,2201,1,0,0,0,0
2201,4,2201,0,0,0,0,0
2201,4,2201,1,0,0,0,0
2201,4,2201,1,0,1,0,0
2201,4,2201,0,0,1,0,0
2201,4,2201,0,0,1,0,1
2201,4,2201,0,1,0,0,0
2201,4,2201,0,1,0,1,0
2201,4,2201,0,1,0,1,1
2201,4,2201,1,1,0,1,1
2201,4,2201,1,0,0,0,0
2201,4,2201,1,0,1,0,0
2201,4,2201,1,1,1,0,0
2201,4,2201,1,1,1,0,1
2201,4,2201,1,0,1,0,1
2201,4,2201,1,0,1,1,1
2201,4,2201,0,0,1,1,1
2201,4,2201,1,0,1,1,1
2201,4,2201,1,0,1,0,1
2201,4,2201,1,0,1,1,1
2201,4,2201,1,1,1,1,1
2201,4,2201,0,1,1,1,1
2201,4,2201,0,0,1,1,1
2201,4,2201,0,0,0,1,1
2201,4,2201,0,0,0,0,1
2201,4,2201,0,0,0,0,0
2201,4,2201,0,0,1,0,0
2201,4,2201,0,1,1,0,0
2201,4,2201,1,1,1,0,0
2201,4,2201,1,1,1,0,1
2201,4,2201,1,0,1,0,1
2201,4,2201,0,0,1,0,1
2201,4,2201,0,0,1,0,0
2201,4,2201,0,0,0,0,0
2201,4,2201,0,0,0,1,0
2201,4,2201,0,1,0,1,0
2201,4,2201,1,1,0,1,0
2201,4,2201,1,1,1,1,0
2201,4,2201,1,1,1,1,1
2201,4,2201,1,1,0,1,1
2201,4,2201,0,1,0,1,1
2201,4,2201,0,1,0,1,0
2201,4,2201,0,1,0,1,1
2201,4,2201,1,1,0,1,1
2201,4,2201,1,1,1,1,1
2201,4,2201,0,1,1,1,1
